mapping,ontology,template
http://mappings.dbpedia.org/server/mappings/en/Infobox_single,http://dbpedia.org/ontology/Single,infobox single
http://mappings.dbpedia.org/server/mappings/en/Infobox_racehorse,http://dbpedia.org/ontology/RaceHorse,infobox racehorse
http://mappings.dbpedia.org/server/mappings/en/Infobox_Singapore_school,http://dbpedia.org/ontology/School,infobox singapore school
http://mappings.dbpedia.org/server/mappings/en/Org-stub,http://dbpedia.org/ontology/Organisation,org stub
http://mappings.dbpedia.org/server/mappings/en/Australia-Labor-politician-stub,http://dbpedia.org/ontology/Politician,australia labor politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_school_athletics,http://dbpedia.org/ontology/SportsTeam,infobox school athletics
http://mappings.dbpedia.org/server/mappings/en/Extrasolar-planet-stub,http://dbpedia.org/ontology/Planet,extrasolar planet stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Irish_school,http://dbpedia.org/ontology/School,infobox irish school
http://mappings.dbpedia.org/server/mappings/en/Japan-dam-stub,http://dbpedia.org/ontology/Dam,japan dam stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_university,http://dbpedia.org/ontology/University,infobox university
http://mappings.dbpedia.org/server/mappings/en/Infobox_Japan_station,http://dbpedia.org/ontology/RailwayStation,infobox japan station
http://mappings.dbpedia.org/server/mappings/en/Sport-event-stub,http://dbpedia.org/ontology/SportsEvent,sport event stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Governor_General,http://dbpedia.org/ontology/Governor,infobox governor general
http://mappings.dbpedia.org/server/mappings/en/UK-composer-stub,http://dbpedia.org/ontology/MusicalArtist,uk composer stub
http://mappings.dbpedia.org/server/mappings/en/Italy-bio-stub,http://dbpedia.org/ontology/Person,italy bio stub
http://mappings.dbpedia.org/server/mappings/en/Music-festival-stub,http://dbpedia.org/ontology/MusicFestival,music festival stub
http://mappings.dbpedia.org/server/mappings/en/UK-poet-stub,http://dbpedia.org/ontology/Poet,uk poet stub
http://mappings.dbpedia.org/server/mappings/en/Award-stub,http://dbpedia.org/ontology/Award,award stub
http://mappings.dbpedia.org/server/mappings/en/US-law-bio-stub,http://dbpedia.org/ontology/Person,us law bio stub
http://mappings.dbpedia.org/server/mappings/en/USSR-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,ussr olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_SCOTUS_case,http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase,infobox scotus case
http://mappings.dbpedia.org/server/mappings/en/Infobox_secondary_school,http://dbpedia.org/ontology/School,infobox secondary school
http://mappings.dbpedia.org/server/mappings/en/Infobox_library,http://dbpedia.org/ontology/Library,infobox library
http://mappings.dbpedia.org/server/mappings/en/Infobox_Wrestling_event,http://dbpedia.org/ontology/WrestlingEvent,infobox wrestling event
http://mappings.dbpedia.org/server/mappings/en/Infobox_beverage,http://dbpedia.org/ontology/Beverage,infobox beverage
http://mappings.dbpedia.org/server/mappings/en/Infobox_MLB,http://dbpedia.org/ontology/BaseballTeam,infobox mlb
http://mappings.dbpedia.org/server/mappings/en/Research-Project,http://dbpedia.org/ontology/ResearchProject,research project
http://mappings.dbpedia.org/server/mappings/en/Infobox_professional_wrestler,http://dbpedia.org/ontology/Wrestler,infobox professional wrestler
http://mappings.dbpedia.org/server/mappings/en/India-politician-stub,http://dbpedia.org/ontology/Politician,india politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_ethnic_group,http://dbpedia.org/ontology/EthnicGroup,infobox ethnic group
http://mappings.dbpedia.org/server/mappings/en/Infobox_comic_book_title,http://dbpedia.org/ontology/Comic,infobox comic book title
http://mappings.dbpedia.org/server/mappings/en/Infobox_song,http://dbpedia.org/ontology/Song,infobox song
http://mappings.dbpedia.org/server/mappings/en/Infobox_GAA_player,http://dbpedia.org/ontology/GaelicGamesPlayer,infobox gaa player
http://mappings.dbpedia.org/server/mappings/en/Infobox_cricketer,http://dbpedia.org/ontology/Cricketer,infobox cricketer
http://mappings.dbpedia.org/server/mappings/en/Infobox_former_country,http://dbpedia.org/ontology/Country,infobox former country
http://mappings.dbpedia.org/server/mappings/en/Infobox_World_Heritage_Site,http://dbpedia.org/ontology/WorldHeritageSite,infobox world heritage site
http://mappings.dbpedia.org/server/mappings/en/Restaurant-stub,http://dbpedia.org/ontology/Restaurant,restaurant stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_planet,http://dbpedia.org/ontology/Planet,infobox planet
http://mappings.dbpedia.org/server/mappings/en/Infobox_Eurovision_Song_Contest_entry,http://dbpedia.org/ontology/EurovisionSongContestEntry,infobox eurovision song contest entry
http://mappings.dbpedia.org/server/mappings/en/BBC-tv-prog-stub,http://dbpedia.org/ontology/TelevisionShow,bbc tv prog stub
http://mappings.dbpedia.org/server/mappings/en/BritishColumbia-park-stub,http://dbpedia.org/ontology/Park,britishcolumbia park stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_football_league_season,http://dbpedia.org/ontology/FootballLeagueSeason,infobox football league season
http://mappings.dbpedia.org/server/mappings/en/Australia-writer-stub,http://dbpedia.org/ontology/Writer,australia writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_galaxy,http://dbpedia.org/ontology/Galaxy,infobox galaxy
http://mappings.dbpedia.org/server/mappings/en/Infobox_English_county,http://dbpedia.org/ontology/AdministrativeRegion,infobox english county
http://mappings.dbpedia.org/server/mappings/en/England-actor-stub,http://dbpedia.org/ontology/Actor,england actor stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_mobile_phone,http://dbpedia.org/ontology/Device,infobox mobile phone
http://mappings.dbpedia.org/server/mappings/en/Bio-book-stub,http://dbpedia.org/ontology/Book,bio book stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_museum,http://dbpedia.org/ontology/Museum,infobox museum
http://mappings.dbpedia.org/server/mappings/en/Infobox_Australian_football_club,http://dbpedia.org/ontology/AustralianFootballTeam,infobox australian football club
http://mappings.dbpedia.org/server/mappings/en/BritishColumbiaInterior-geo-stub,http://dbpedia.org/ontology/Place,britishcolumbiainterior geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_church,http://dbpedia.org/ontology/HistoricBuilding,infobox church
http://mappings.dbpedia.org/server/mappings/en/Infobox_hotel,http://dbpedia.org/ontology/Hotel,infobox hotel
http://mappings.dbpedia.org/server/mappings/en/Song-stub,http://dbpedia.org/ontology/Song,song stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_bodybuilder,http://dbpedia.org/ontology/Bodybuilder,infobox bodybuilder
http://mappings.dbpedia.org/server/mappings/en/Infobox_Prime_Minister-elect,http://dbpedia.org/ontology/PrimeMinister,infobox prime minister elect
http://mappings.dbpedia.org/server/mappings/en/Saskatchewan-politician-stub,http://dbpedia.org/ontology/Politician,saskatchewan politician stub
http://mappings.dbpedia.org/server/mappings/en/US-painter-stub,http://dbpedia.org/ontology/Painter,us painter stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_play,http://dbpedia.org/ontology/Play,infobox play
http://mappings.dbpedia.org/server/mappings/en/Germany-painter-stub,http://dbpedia.org/ontology/Painter,germany painter stub
http://mappings.dbpedia.org/server/mappings/en/Norway-writer-stub,http://dbpedia.org/ontology/Writer,norway writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_noble,http://dbpedia.org/ontology/Noble,infobox noble
http://mappings.dbpedia.org/server/mappings/en/Cornwall-geo-stub,http://dbpedia.org/ontology/Place,cornwall geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_tennis_event,http://dbpedia.org/ontology/TennisTournament,infobox tennis event
http://mappings.dbpedia.org/server/mappings/en/Infobox_OS,http://dbpedia.org/ontology/Software,infobox os
http://mappings.dbpedia.org/server/mappings/en/Infobox_UK_place,http://dbpedia.org/ontology/Settlement,infobox uk place
http://mappings.dbpedia.org/server/mappings/en/Equestrian-bio-stub,http://dbpedia.org/ontology/HorseRider,equestrian bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_theatre,http://dbpedia.org/ontology/Theatre,infobox theatre
http://mappings.dbpedia.org/server/mappings/en/Infobox_individual_golf_tournament,http://dbpedia.org/ontology/GolfTournament,infobox individual golf tournament
http://mappings.dbpedia.org/server/mappings/en/Infobox_Senator,http://dbpedia.org/ontology/Senator,infobox senator
http://mappings.dbpedia.org/server/mappings/en/Handball-club-stub,http://dbpedia.org/ontology/HandballTeam,handball club stub
http://mappings.dbpedia.org/server/mappings/en/Germany-writer-stub,http://dbpedia.org/ontology/Writer,germany writer stub
http://mappings.dbpedia.org/server/mappings/en/Starbox_begin,http://dbpedia.org/ontology/Star,starbox begin
http://mappings.dbpedia.org/server/mappings/en/PBB,http://dbpedia.org/ontology/Protein,pbb
http://mappings.dbpedia.org/server/mappings/en/Infobox_NBA_team,http://dbpedia.org/ontology/BasketballTeam,infobox nba team
http://mappings.dbpedia.org/server/mappings/en/Infobox_dam,http://dbpedia.org/ontology/Dam,infobox dam
http://mappings.dbpedia.org/server/mappings/en/Infobox_Luxembourg_commune,http://dbpedia.org/ontology/AdministrativeRegion,infobox luxembourg commune
http://mappings.dbpedia.org/server/mappings/en/Infobox_racing_driver,http://dbpedia.org/ontology/RacingDriver,infobox racing driver
http://mappings.dbpedia.org/server/mappings/en/Infobox_Prime_Minister,http://dbpedia.org/ontology/PrimeMinister,infobox prime minister
http://mappings.dbpedia.org/server/mappings/en/Infobox_muscle,http://dbpedia.org/ontology/Muscle,infobox muscle
http://mappings.dbpedia.org/server/mappings/en/Infobox_football_match,http://dbpedia.org/ontology/FootballMatch,infobox football match
http://mappings.dbpedia.org/server/mappings/en/Infobox_Grand_Prix_race_report,http://dbpedia.org/ontology/GrandPrix,infobox grand prix race report
http://mappings.dbpedia.org/server/mappings/en/NFL_team,http://dbpedia.org/ontology/AmericanFootballTeam,nfl team
http://mappings.dbpedia.org/server/mappings/en/Infobox_philosopher,http://dbpedia.org/ontology/Philosopher,infobox philosopher
http://mappings.dbpedia.org/server/mappings/en/Carabidae-stub,http://dbpedia.org/ontology/Insect,carabidae stub
http://mappings.dbpedia.org/server/mappings/en/Entomologist-stub,http://dbpedia.org/ontology/Entomologist,entomologist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_AFL_player,http://dbpedia.org/ontology/AustralianRulesFootballPlayer,infobox afl player
http://mappings.dbpedia.org/server/mappings/en/Infobox_classical_composer,http://dbpedia.org/ontology/MusicalArtist,infobox classical composer
http://mappings.dbpedia.org/server/mappings/en/Canada-writer-stub,http://dbpedia.org/ontology/Writer,canada writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_continent,http://dbpedia.org/ontology/Continent,infobox continent
http://mappings.dbpedia.org/server/mappings/en/Sweden-XC-skiing-bio-stub,http://dbpedia.org/ontology/Skier,sweden xc skiing bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_ski_area,http://dbpedia.org/ontology/SkiArea,infobox ski area
http://mappings.dbpedia.org/server/mappings/en/UK-politician-stub,http://dbpedia.org/ontology/Politician,uk politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Speedway_team,http://dbpedia.org/ontology/SpeedwayTeam,infobox speedway team
http://mappings.dbpedia.org/server/mappings/en/Africa-writer-stub,http://dbpedia.org/ontology/Writer,africa writer stub
http://mappings.dbpedia.org/server/mappings/en/France-politician-stub,http://dbpedia.org/ontology/Politician,france politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_disease,http://dbpedia.org/ontology/Disease,infobox disease
http://mappings.dbpedia.org/server/mappings/en/Classical-composition-stub,http://dbpedia.org/ontology/ClassicalMusicComposition,classical composition stub
http://mappings.dbpedia.org/server/mappings/en/UK-tv-prog-stub,http://dbpedia.org/ontology/TelevisionShow,uk tv prog stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Pref_GR,http://dbpedia.org/ontology/AdministrativeRegion,infobox pref gr
http://mappings.dbpedia.org/server/mappings/en/Infobox_Australia_state_or_territory,http://dbpedia.org/ontology/AdministrativeRegion,infobox australia state or territory
http://mappings.dbpedia.org/server/mappings/en/Infobox_Automobile_generation,http://dbpedia.org/ontology/Automobile,infobox automobile generation
http://mappings.dbpedia.org/server/mappings/en/Infobox_Rugby_Union_biography,http://dbpedia.org/ontology/RugbyPlayer,infobox rugby union biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_NASCAR_driver,http://dbpedia.org/ontology/NascarDriver,infobox nascar driver
http://mappings.dbpedia.org/server/mappings/en/Infobox_judge,http://dbpedia.org/ontology/Judge,infobox judge
http://mappings.dbpedia.org/server/mappings/en/Fashion-bio-stub,http://dbpedia.org/ontology/FashionDesigner,fashion bio stub
http://mappings.dbpedia.org/server/mappings/en/UK-artist-stub,http://dbpedia.org/ontology/Artist,uk artist stub
http://mappings.dbpedia.org/server/mappings/en/US-boxing-bio-stub,http://dbpedia.org/ontology/Boxer,us boxing bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_former_Arab_villages_in_Palestine,http://dbpedia.org/ontology/Village,infobox former arab villages in palestine
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Switzerland,http://dbpedia.org/ontology/OlympicResult,infobox olympics switzerland
http://mappings.dbpedia.org/server/mappings/en/Alpine-skiing-bio-stub,http://dbpedia.org/ontology/Skier,alpine skiing bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_venue,http://dbpedia.org/ontology/Venue,infobox venue
http://mappings.dbpedia.org/server/mappings/en/Cricketer_Infobox,http://dbpedia.org/ontology/Cricketer,cricketer infobox
http://mappings.dbpedia.org/server/mappings/en/Australia-bio-stub,http://dbpedia.org/ontology/Person,australia bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_NBA_biography,http://dbpedia.org/ontology/BasketballPlayer,infobox nba biography
http://mappings.dbpedia.org/server/mappings/en/Infobox_school,http://dbpedia.org/ontology/School,infobox school
http://mappings.dbpedia.org/server/mappings/en/US-musician-stub,http://dbpedia.org/ontology/MusicalArtist,us musician stub
http://mappings.dbpedia.org/server/mappings/en/Golf-tournament-stub,http://dbpedia.org/ontology/GolfTournament,golf tournament stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_political_party,http://dbpedia.org/ontology/PoliticalParty,infobox political party
http://mappings.dbpedia.org/server/mappings/en/Infobox_law_school,http://dbpedia.org/ontology/School,infobox law school
http://mappings.dbpedia.org/server/mappings/en/Infobox_college_football_player,http://dbpedia.org/ontology/AmericanFootballPlayer,infobox college football player
http://mappings.dbpedia.org/server/mappings/en/Redirect-distinguish,http://www.w3.org/2002/07/owl#Thing,redirect distinguish
http://mappings.dbpedia.org/server/mappings/en/Infobox_South_African_town,http://dbpedia.org/ontology/Settlement,infobox south african town
http://mappings.dbpedia.org/server/mappings/en/France-actor-stub,http://dbpedia.org/ontology/Actor,france actor stub
http://mappings.dbpedia.org/server/mappings/en/US-artist-stub,http://dbpedia.org/ontology/Artist,us artist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_protein,http://dbpedia.org/ontology/Protein,infobox protein
http://mappings.dbpedia.org/server/mappings/en/Ireland-railstation-stub,http://dbpedia.org/ontology/RailwayStation,ireland railstation stub
http://mappings.dbpedia.org/server/mappings/en/England-cricket-ground-stub,http://dbpedia.org/ontology/CricketGround,england cricket ground stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Space_Shuttle_mission,http://dbpedia.org/ontology/SpaceMission,infobox space shuttle mission
http://mappings.dbpedia.org/server/mappings/en/Infobox_Bangladesh_district,http://dbpedia.org/ontology/AdministrativeRegion,infobox bangladesh district
http://mappings.dbpedia.org/server/mappings/en/Infobox_architect,http://dbpedia.org/ontology/Architect,infobox architect
http://mappings.dbpedia.org/server/mappings/en/Infobox_Israel_municipality,http://dbpedia.org/ontology/Settlement,infobox israel municipality
http://mappings.dbpedia.org/server/mappings/en/Italy-writer-stub,http://dbpedia.org/ontology/Writer,italy writer stub
http://mappings.dbpedia.org/server/mappings/en/US-bio-stub,http://dbpedia.org/ontology/Person,us bio stub
http://mappings.dbpedia.org/server/mappings/en/Italy-painter-stub,http://dbpedia.org/ontology/Painter,italy painter stub
http://mappings.dbpedia.org/server/mappings/en/GrahamLand-geo-stub,http://dbpedia.org/ontology/Place,grahamland geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympic_event,http://dbpedia.org/ontology/OlympicEvent,infobox olympic event
http://mappings.dbpedia.org/server/mappings/en/Infobox_information_appliance,http://dbpedia.org/ontology/InformationAppliance,infobox information appliance
http://mappings.dbpedia.org/server/mappings/en/Greek-myth-stub,http://dbpedia.org/ontology/MythologicalFigure,greek myth stub
http://mappings.dbpedia.org/server/mappings/en/UK-MP-stub,http://dbpedia.org/ontology/MemberOfParliament,uk mp stub
http://mappings.dbpedia.org/server/mappings/en/NewZealand-politician-stub,http://dbpedia.org/ontology/Politician,newzealand politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Japanese_film,http://dbpedia.org/ontology/Film,infobox japanese film
http://mappings.dbpedia.org/server/mappings/en/Infobox_automobile_platform,http://dbpedia.org/ontology/Automobile,infobox automobile platform
http://mappings.dbpedia.org/server/mappings/en/Infobox_television_season,http://dbpedia.org/ontology/TelevisionSeason,infobox television season
http://mappings.dbpedia.org/server/mappings/en/Infobox_station,http://dbpedia.org/ontology/Station,infobox station
http://mappings.dbpedia.org/server/mappings/en/France-athletics-bio-stub,http://dbpedia.org/ontology/Athlete,france athletics bio stub
http://mappings.dbpedia.org/server/mappings/en/RC-bishop-stub,http://dbpedia.org/ontology/ChristianBishop,rc bishop stub
http://mappings.dbpedia.org/server/mappings/en/UK-writer-stub,http://dbpedia.org/ontology/Writer,uk writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_education_in_Canada,http://dbpedia.org/ontology/School,infobox education in canada
http://mappings.dbpedia.org/server/mappings/en/Infobox_website,http://dbpedia.org/ontology/Website,infobox website
http://mappings.dbpedia.org/server/mappings/en/Infobox_medical_person,http://dbpedia.org/ontology/Medician,infobox medical person
http://mappings.dbpedia.org/server/mappings/en/Wales-writer-stub,http://dbpedia.org/ontology/Writer,wales writer stub
http://mappings.dbpedia.org/server/mappings/en/India-bio-stub,http://dbpedia.org/ontology/Person,india bio stub
http://mappings.dbpedia.org/server/mappings/en/Japan-struct-stub,http://dbpedia.org/ontology/ArchitecturalStructure,japan struct stub
http://mappings.dbpedia.org/server/mappings/en/US-photographer-stub,http://dbpedia.org/ontology/Photographer,us photographer stub
http://mappings.dbpedia.org/server/mappings/en/US-screen-writer-stub,http://dbpedia.org/ontology/ScreenWriter,us screen writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_book,http://dbpedia.org/ontology/Book,infobox book
http://mappings.dbpedia.org/server/mappings/en/Prog-lang-stub,http://dbpedia.org/ontology/ProgrammingLanguage,prog lang stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_publisher,http://dbpedia.org/ontology/Publisher,infobox publisher
http://mappings.dbpedia.org/server/mappings/en/Infobox_journal,http://dbpedia.org/ontology/AcademicJournal,infobox journal
http://mappings.dbpedia.org/server/mappings/en/Infobox_space_station,http://dbpedia.org/ontology/SpaceStation,infobox space station
http://mappings.dbpedia.org/server/mappings/en/Website-stub,http://dbpedia.org/ontology/Website,website stub
http://mappings.dbpedia.org/server/mappings/en/Star-stub,http://dbpedia.org/ontology/Star,star stub
http://mappings.dbpedia.org/server/mappings/en/Italy-volleyball-bio-stub,http://dbpedia.org/ontology/VolleyballPlayer,italy volleyball bio stub
http://mappings.dbpedia.org/server/mappings/en/Chembox_Identifiers,http://dbpedia.org/ontology/ChemicalCompound,chembox identifiers
http://mappings.dbpedia.org/server/mappings/en/Infobox_television_episode,http://dbpedia.org/ontology/TelevisionEpisode,infobox television episode
http://mappings.dbpedia.org/server/mappings/en/Infobox_power_station,http://dbpedia.org/ontology/PowerStation,infobox power station
http://mappings.dbpedia.org/server/mappings/en/Infobox_soap_character,http://dbpedia.org/ontology/SoapCharacter,infobox soap character
http://mappings.dbpedia.org/server/mappings/en/Infobox_Congressman,http://dbpedia.org/ontology/Congressman,infobox congressman
http://mappings.dbpedia.org/server/mappings/en/Infobox_programming_language,http://dbpedia.org/ontology/ProgrammingLanguage,infobox programming language
http://mappings.dbpedia.org/server/mappings/en/Infobox_given_name,http://dbpedia.org/ontology/GivenName,infobox given name
http://mappings.dbpedia.org/server/mappings/en/Infobox_boxer_(amateur),http://dbpedia.org/ontology/AmateurBoxer,infobox boxer (amateur)
http://mappings.dbpedia.org/server/mappings/en/UK-film-actor-stub,http://dbpedia.org/ontology/Actor,uk film actor stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_locomotive,http://dbpedia.org/ontology/Locomotive,infobox locomotive
http://mappings.dbpedia.org/server/mappings/en/Infobox_Doctor_Who_episode,http://dbpedia.org/ontology/TelevisionEpisode,infobox doctor who episode
http://mappings.dbpedia.org/server/mappings/en/Football_box,http://dbpedia.org/ontology/Event,football box
http://mappings.dbpedia.org/server/mappings/en/Infobox_golfer,http://dbpedia.org/ontology/GolfPlayer,infobox golfer
http://mappings.dbpedia.org/server/mappings/en/Infobox_scientist,http://dbpedia.org/ontology/Scientist,infobox scientist
http://mappings.dbpedia.org/server/mappings/en/Infobox_nerve,http://dbpedia.org/ontology/Nerve,infobox nerve
http://mappings.dbpedia.org/server/mappings/en/UK-bio-stub,http://dbpedia.org/ontology/Person,uk bio stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Australian_road,http://dbpedia.org/ontology/Road,infobox australian road
http://mappings.dbpedia.org/server/mappings/en/Infobox_holiday,http://dbpedia.org/ontology/Holiday,infobox holiday
http://mappings.dbpedia.org/server/mappings/en/England-writer-stub,http://dbpedia.org/ontology/Writer,england writer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_grape_variety,http://dbpedia.org/ontology/Grape,infobox grape variety
http://mappings.dbpedia.org/server/mappings/en/Infobox_U.S._state,http://dbpedia.org/ontology/AdministrativeRegion,infobox u.s. state
http://mappings.dbpedia.org/server/mappings/en/Infobox_Olympics_Australia,http://dbpedia.org/ontology/OlympicResult,infobox olympics australia
http://mappings.dbpedia.org/server/mappings/en/Infobox_NFL_season,http://dbpedia.org/ontology/NationalFootballLeagueSeason,infobox nfl season
http://mappings.dbpedia.org/server/mappings/en/Infobox_train,http://dbpedia.org/ontology/Train,infobox train
http://mappings.dbpedia.org/server/mappings/en/Infobox_record_label,http://dbpedia.org/ontology/RecordLabel,infobox record label
http://mappings.dbpedia.org/server/mappings/en/Infobox_Hollywood_cartoon,http://dbpedia.org/ontology/HollywoodCartoon,infobox hollywood cartoon
http://mappings.dbpedia.org/server/mappings/en/Infobox_Governor,http://dbpedia.org/ontology/Governor,infobox governor
http://mappings.dbpedia.org/server/mappings/en/Infobox_spaceflight,http://dbpedia.org/ontology/ArtificialSatellite,infobox spaceflight
http://mappings.dbpedia.org/server/mappings/en/Surname-stub,http://dbpedia.org/ontology/Surname,surname stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_water_ride,http://dbpedia.org/ontology/WaterRide,infobox water ride
http://mappings.dbpedia.org/server/mappings/en/Persondata,http://dbpedia.org/ontology/Person,persondata
http://mappings.dbpedia.org/server/mappings/en/Infobox_US_Ambassador,http://dbpedia.org/ontology/Ambassador,infobox us ambassador
http://mappings.dbpedia.org/server/mappings/en/US-singer-stub,http://dbpedia.org/ontology/MusicalArtist,us singer stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_element,http://dbpedia.org/ontology/ChemicalElement,infobox element
http://mappings.dbpedia.org/server/mappings/en/Crater-stub,http://dbpedia.org/ontology/Crater,crater stub
http://mappings.dbpedia.org/server/mappings/en/Liberal-UK-MP-stub,http://dbpedia.org/ontology/Politician,liberal uk mp stub
http://mappings.dbpedia.org/server/mappings/en/MEP-stub,http://dbpedia.org/ontology/Politician,mep stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_Russian_district,http://dbpedia.org/ontology/AdministrativeRegion,infobox russian district
http://mappings.dbpedia.org/server/mappings/en/Infobox_cardinal_styles,http://dbpedia.org/ontology/Cardinal,infobox cardinal styles
http://mappings.dbpedia.org/server/mappings/en/Infobox_NFL_coach,http://dbpedia.org/ontology/AmericanFootballCoach,infobox nfl coach
http://mappings.dbpedia.org/server/mappings/en/Infobox_recent_cricketer,http://dbpedia.org/ontology/Cricketer,infobox recent cricketer
http://mappings.dbpedia.org/server/mappings/en/Japan-actor-stub,http://dbpedia.org/ontology/Actor,japan actor stub
http://mappings.dbpedia.org/server/mappings/en/INC-politician-stub,http://dbpedia.org/ontology/Politician,inc politician stub
http://mappings.dbpedia.org/server/mappings/en/Canada-Olympic-medalist-stub,http://dbpedia.org/ontology/Athlete,canada olympic medalist stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_islands,http://dbpedia.org/ontology/Island,infobox islands
http://mappings.dbpedia.org/server/mappings/en/MarieByrdLand-geo-stub,http://dbpedia.org/ontology/Place,mariebyrdland geo stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_NFLretired,http://dbpedia.org/ontology/AmericanFootballPlayer,infobox nflretired
http://mappings.dbpedia.org/server/mappings/en/Infobox_international_football_competition,http://dbpedia.org/ontology/SoccerTournament,infobox international football competition
http://mappings.dbpedia.org/server/mappings/en/Infobox_sportsperson,http://dbpedia.org/ontology/Athlete,infobox sportsperson
http://mappings.dbpedia.org/server/mappings/en/Infobox_Oxford_college,http://dbpedia.org/ontology/College,infobox oxford college
http://mappings.dbpedia.org/server/mappings/en/Infobox_figure_skater,http://dbpedia.org/ontology/FigureSkater,infobox figure skater
http://mappings.dbpedia.org/server/mappings/en/Australia-politician-stub,http://dbpedia.org/ontology/Politician,australia politician stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_AFL_biography,http://dbpedia.org/ontology/AustralianRulesFootballPlayer,infobox afl biography
http://mappings.dbpedia.org/server/mappings/en/Labour-UK-MP-stub,http://dbpedia.org/ontology/MemberOfParliament,labour uk mp stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_astronaut,http://dbpedia.org/ontology/Astronaut,infobox astronaut
http://mappings.dbpedia.org/server/mappings/en/Infobox_Deutsche_Bahn_station,http://dbpedia.org/ontology/Station,infobox deutsche bahn station
http://mappings.dbpedia.org/server/mappings/en/Infobox_rocket,http://dbpedia.org/ontology/Rocket,infobox rocket
http://mappings.dbpedia.org/server/mappings/en/Infobox_poker_player,http://dbpedia.org/ontology/PokerPlayer,infobox poker player
http://mappings.dbpedia.org/server/mappings/en/Infobox_former_subdivision,http://dbpedia.org/ontology/AdministrativeRegion,infobox former subdivision
http://mappings.dbpedia.org/server/mappings/en/Asparagales-stub,http://dbpedia.org/ontology/Plant,asparagales stub
http://mappings.dbpedia.org/server/mappings/en/Infobox_NFL_team,http://dbpedia.org/ontology/AmericanFootballTeam,infobox nfl team
